12850	(s3://sscwgs-hg38/phase3-2/SS0013015.final.cram;s3://sscwgs-hg38/phase3-2/SSC05972.final.cram;s3://sscwgs-hg38/phase3-2/SSC05981.final.cram;s3://sscwgs-hg38/phase3-2/SSC05982.final.cram)
13624	(s3://sscwgs-hg38/phase3-2/SS0013036.final.cram;s3://sscwgs-hg38/phase3-2/SSC08193.final.cram;s3://sscwgs-hg38/phase3-2/SSC08197.final.cram;s3://sscwgs-hg38/phase3-2/SSC08203.final.cram)
11073	(s3://sscwgs-hg38/phase3-2/SSC00033.final.cram;s3://sscwgs-hg38/phase3-2/SSC00034.final.cram;s3://sscwgs-hg38/phase3-2/SSC00035.final.cram;s3://sscwgs-hg38/phase3-2/SSC00036.final.cram)
11146	(s3://sscwgs-hg38/phase3-2/SSC00129.final.cram;s3://sscwgs-hg38/phase3-2/SSC00133.final.cram;s3://sscwgs-hg38/phase3-2/SSC00134.final.cram;s3://sscwgs-hg38/phase3-2/SSC00135.final.cram)
11365	(s3://sscwgs-hg38/phase3-2/SSC00296.final.cram;s3://sscwgs-hg38/phase3-2/SSC00299.final.cram;s3://sscwgs-hg38/phase3-2/SSC00740.final.cram;s3://sscwgs-hg38/phase3-2/SSC00741.final.cram)
11488	(s3://sscwgs-hg38/phase3-2/SSC00316.final.cram;s3://sscwgs-hg38/phase3-2/SSC00326.final.cram;s3://sscwgs-hg38/phase3-2/SSC00439.final.cram;s3://sscwgs-hg38/phase3-2/SSC02372.final.cram)
11022	(s3://sscwgs-hg38/phase3-2/SSC00428.final.cram;s3://sscwgs-hg38/phase3-2/SSC00432.final.cram;s3://sscwgs-hg38/phase3-2/SSC00433.final.cram;s3://sscwgs-hg38/phase3-2/SSC00796.final.cram)
11545	(s3://sscwgs-hg38/phase3-2/SSC00461.final.cram;s3://sscwgs-hg38/phase3-2/SSC00465.final.cram;s3://sscwgs-hg38/phase3-2/SSC00466.final.cram;s3://sscwgs-hg38/phase3-2/SSC00467.final.cram)
11360	(s3://sscwgs-hg38/phase3-2/SSC00505.final.cram;s3://sscwgs-hg38/phase3-2/SSC00506.final.cram;s3://sscwgs-hg38/phase3-2/SSC00507.final.cram;s3://sscwgs-hg38/phase3-2/SSC00508.final.cram)
11422	(s3://sscwgs-hg38/phase3-2/SSC00538.final.cram;s3://sscwgs-hg38/phase3-2/SSC00539.final.cram;s3://sscwgs-hg38/phase3-2/SSC00706.final.cram;s3://sscwgs-hg38/phase3-2/SSC00720.final.cram)
11184	(s3://sscwgs-hg38/phase3-2/SSC00607.final.cram;s3://sscwgs-hg38/phase3-2/SSC00618.final.cram;s3://sscwgs-hg38/phase3-2/SSC00619.final.cram;s3://sscwgs-hg38/phase3-2/SSC00620.final.cram)
11435	(s3://sscwgs-hg38/phase3-2/SSC00617.final.cram;s3://sscwgs-hg38/phase3-2/SSC02031.final.cram;s3://sscwgs-hg38/phase3-2/SSC02032.final.cram;s3://sscwgs-hg38/phase3-2/SSC02033.final.cram)
11504	(s3://sscwgs-hg38/phase3-2/SSC00680.final.cram;s3://sscwgs-hg38/phase3-2/SSC00696.final.cram;s3://sscwgs-hg38/phase3-2/SSC00697.final.cram;s3://sscwgs-hg38/phase3-2/SSC00698.final.cram)
11164	(s3://sscwgs-hg38/phase3-2/SSC00802.final.cram;s3://sscwgs-hg38/phase3-2/SSC00818.final.cram;s3://sscwgs-hg38/phase3-2/SSC00819.final.cram;s3://sscwgs-hg38/phase3-2/SSC00820.final.cram)
11094	(s3://sscwgs-hg38/phase3-2/SSC00828.final.cram;s3://sscwgs-hg38/phase3-2/SSC00839.final.cram;s3://sscwgs-hg38/phase3-2/SSC00840.final.cram;s3://sscwgs-hg38/phase3-2/SSC00841.final.cram)
11530	(s3://sscwgs-hg38/phase3-2/SSC00927.final.cram;s3://sscwgs-hg38/phase3-2/SSC00928.final.cram;s3://sscwgs-hg38/phase3-2/SSC00929.final.cram;s3://sscwgs-hg38/phase3-2/SSC00930.final.cram)
11377	(s3://sscwgs-hg38/phase3-2/SSC00934.final.cram;s3://sscwgs-hg38/phase3-2/SSC00943.final.cram;s3://sscwgs-hg38/phase3-2/SSC00944.final.cram;s3://sscwgs-hg38/phase3-2/SSC00945.final.cram)
11041	(s3://sscwgs-hg38/phase3-2/SSC00975.final.cram;s3://sscwgs-hg38/phase3-2/SSC00979.final.cram;s3://sscwgs-hg38/phase3-2/SSC00980.final.cram;s3://sscwgs-hg38/phase3-2/SSC02016.final.cram)
11107	(s3://sscwgs-hg38/phase3-2/SSC01100.final.cram;s3://sscwgs-hg38/phase3-2/SSC01136.final.cram;s3://sscwgs-hg38/phase3-2/SSC01254.final.cram;s3://sscwgs-hg38/phase3-2/SSC01258.final.cram)
11310	(s3://sscwgs-hg38/phase3-2/SSC01972.final.cram;s3://sscwgs-hg38/phase3-2/SSC01973.final.cram;s3://sscwgs-hg38/phase3-2/SSC01974.final.cram;s3://sscwgs-hg38/phase3-2/SSC01975.final.cram)
11540	(s3://sscwgs-hg38/phase3-2/SSC01998.final.cram;s3://sscwgs-hg38/phase3-2/SSC02001.final.cram;s3://sscwgs-hg38/phase3-2/SSC02003.final.cram;s3://sscwgs-hg38/phase3-2/SSC02004.final.cram)
11282	(s3://sscwgs-hg38/phase3-2/SSC02002.final.cram;s3://sscwgs-hg38/phase3-2/SSC02005.final.cram;s3://sscwgs-hg38/phase3-2/SSC02006.final.cram;s3://sscwgs-hg38/phase3-2/SSC02007.final.cram)
11201	(s3://sscwgs-hg38/phase3-2/SSC02190.final.cram;s3://sscwgs-hg38/phase3-2/SSC02191.final.cram;s3://sscwgs-hg38/phase3-2/SSC02192.final.cram;s3://sscwgs-hg38/phase3-2/SSC03842.final.cram)
11577	(s3://sscwgs-hg38/phase3-2/SSC02319.final.cram;s3://sscwgs-hg38/phase3-2/SSC02324.final.cram;s3://sscwgs-hg38/phase3-2/SSC02325.final.cram;s3://sscwgs-hg38/phase3-2/SSC12264.final.cram)
11564	(s3://sscwgs-hg38/phase3-2/SSC02329.final.cram;s3://sscwgs-hg38/phase3-2/SSC02337.final.cram;s3://sscwgs-hg38/phase3-2/SSC02347.final.cram;s3://sscwgs-hg38/phase3-2/SSC02348.final.cram)
11304	(s3://sscwgs-hg38/phase3-2/SSC02407.final.cram;s3://sscwgs-hg38/phase3-2/SSC02411.final.cram;s3://sscwgs-hg38/phase3-2/SSC02422.final.cram;s3://sscwgs-hg38/phase3-2/SSC02428.final.cram)
11318	(s3://sscwgs-hg38/phase3-2/SSC02409.final.cram;s3://sscwgs-hg38/phase3-2/SSC02410.final.cram;s3://sscwgs-hg38/phase3-2/SSC02424.final.cram;s3://sscwgs-hg38/phase3-2/SSC02426.final.cram)
11356	(s3://sscwgs-hg38/phase3-2/SSC02464.final.cram;s3://sscwgs-hg38/phase3-2/SSC02471.final.cram;s3://sscwgs-hg38/phase3-2/SSC02482.final.cram;s3://sscwgs-hg38/phase3-2/SSC02568.final.cram)
11436	(s3://sscwgs-hg38/phase3-2/SSC02496.final.cram;s3://sscwgs-hg38/phase3-2/SSC02504.final.cram;s3://sscwgs-hg38/phase3-2/SSC02515.final.cram;s3://sscwgs-hg38/phase3-2/SSC02516.final.cram)
11366	(s3://sscwgs-hg38/phase3-2/SSC02534.final.cram;s3://sscwgs-hg38/phase3-2/SSC02540.final.cram;s3://sscwgs-hg38/phase3-2/SSC02552.final.cram;s3://sscwgs-hg38/phase3-2/SSC02553.final.cram)
11296	(s3://sscwgs-hg38/phase3-2/SSC02559.final.cram;s3://sscwgs-hg38/phase3-2/SSC02563.final.cram;s3://sscwgs-hg38/phase3-2/SSC02566.final.cram;s3://sscwgs-hg38/phase3-2/SSC02567.final.cram)
11696	(s3://sscwgs-hg38/phase3-2/SSC02579.final.cram;s3://sscwgs-hg38/phase3-2/SSC02584.final.cram;s3://sscwgs-hg38/phase3-2/SSC02590.final.cram;s3://sscwgs-hg38/phase3-2/SSC02591.final.cram)
11208	(s3://sscwgs-hg38/phase3-2/SSC02726.final.cram;s3://sscwgs-hg38/phase3-2/SSC02737.final.cram;s3://sscwgs-hg38/phase3-2/SSC02750.final.cram;s3://sscwgs-hg38/phase3-2/SSC02751.final.cram)
11232	(s3://sscwgs-hg38/phase3-2/SSC02781.final.cram;s3://sscwgs-hg38/phase3-2/SSC02785.final.cram;s3://sscwgs-hg38/phase3-2/SSC02792.final.cram;s3://sscwgs-hg38/phase3-2/SSC02793.final.cram)
11277	(s3://sscwgs-hg38/phase3-2/SSC02819.final.cram;s3://sscwgs-hg38/phase3-2/SSC02820.final.cram;s3://sscwgs-hg38/phase3-2/SSC02822.final.cram;s3://sscwgs-hg38/phase3-2/SSC02823.final.cram)
11407	(s3://sscwgs-hg38/phase3-2/SSC02908.final.cram;s3://sscwgs-hg38/phase3-2/SSC02912.final.cram;s3://sscwgs-hg38/phase3-2/SSC02916.final.cram;s3://sscwgs-hg38/phase3-2/SSC02917.final.cram)
11592	(s3://sscwgs-hg38/phase3-2/SSC03014.final.cram;s3://sscwgs-hg38/phase3-2/SSC03019.final.cram;s3://sscwgs-hg38/phase3-2/SSC03059.final.cram;s3://sscwgs-hg38/phase3-2/SSC03060.final.cram)
11730	(s3://sscwgs-hg38/phase3-2/SSC03114.final.cram;s3://sscwgs-hg38/phase3-2/SSC03118.final.cram;s3://sscwgs-hg38/phase3-2/SSC03130.final.cram;s3://sscwgs-hg38/phase3-2/SSC03257.final.cram)
